Club,Name,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Pac,Nat,Sta,Str,Photo,ClubBadge
Newcastle,Fabian Scher,6,9,12,10,15,12,15,12,8,16,14,16,13,17,15,15,16,14,13,12,9,11,9,15,16,15,12,10,10,12,14,13,12,13,15,photos/placeholder.png,photos\Newcastle.png
Newcastle,Matthew Targett,12,13,12,10,13,10,12,6,10,13,7,13,12,12,13,12,13,13,13,14,10,9,14,13,14,13,14,14,13,14,12,13,13,14,14,photos/placeholder.png,photos\Newcastle.png
Newcastle,Sandro Tonali,14,13,13,9,15,13,9,12,9,14,12,15,15,15,15,16,15,15,14,16,12,14,13,14,17,14,16,13,14,15,9,14,14,15,14,photos/placeholder.png,photos\Newcastle.png
Newcastle,Kieran Trippier,17,16,12,9,15,16,12,12,11,16,5,15,16,12,15,13,15,13,16,15,8,18,15,14,17,16,17,13,12,14,9,13,16,16,13,photos/placeholder.png,photos\Newcastle.png
Newcastle,Joe Willock,7,11,15,12,14,10,7,11,4,15,9,10,14,10,14,13,14,14,13,13,15,4,16,9,16,15,16,17,17,13,8,15,14,15,12,photos/placeholder.png,photos\Newcastle.png
Newcastle,Callum Wilson,6,8,13,18,13,6,12,10,4,13,16,7,13,10,15,14,17,13,15,15,11,13,16,8,14,12,18,16,14,14,10,12,12,13,16,photos/placeholder.png,photos\Newcastle.png
Southampton,Che Adams,6,10,14,12,14,6,11,13,4,15,11,8,14,11,13,13,11,10,12,14,11,7,15,9,16,15,16,14,14,13,11,15,16,14,16,photos/placeholder.png,photos\Southampton.png
Southampton,Sam Amo-Ameyaw,6,10,14,10,12,7,7,8,5,11,7,7,13,7,11,9,13,9,11,15,14,7,9,7,10,11,11,14,11,12,7,14,12,11,7,photos/placeholder.png,photos\Southampton.png
Southampton,Joe Aribo,10,10,16,14,18,8,8,12,6,12,9,10,15,7,16,8,15,10,12,11,15,5,14,9,11,14,13,11,14,15,13,11,14,14,15,photos/placeholder.png,photos\Southampton.png
Southampton,Adam Armstrong,7,8,12,13,13,12,8,12,4,10,13,5,13,7,13,11,10,11,13,13,11,6,13,6,13,10,12,17,14,10,8,17,14,14,7,photos/placeholder.png,photos\Southampton.png
Southampton,Stuart Armstrong,14,12,16,14,14,14,10,15,5,14,12,11,14,11,14,12,12,14,14,14,12,14,14,10,16,14,14,12,10,10,10,12,12,12,12,photos/placeholder.png,photos\Southampton.png
Southampton,Jan Bednarek,2,7,9,7,11,3,14,5,5,12,5,14,13,12,14,17,12,14,14,13,8,13,5,14,14,9,15,13,12,13,14,13,17,17,15,photos/placeholder.png,photos\Southampton.png
Southampton,James Bree,8,13,12,6,12,11,11,8,12,11,7,13,12,10,11,12,12,13,12,14,9,10,12,14,14,10,16,13,12,12,13,13,12,13,12,photos/placeholder.png,photos\Southampton.png
Southampton,David Brooks,9,11,15,13,14,10,8,8,4,14,8,9,15,6,14,6,14,9,12,14,17,5,15,8,12,15,15,14,16,15,6,15,11,11,7,photos/placeholder.png,photos\Southampton.png
Southampton,Shea Charles,7,7,10,7,13,8,13,8,9,13,7,13,13,13,13,13,14,12,13,15,9,10,12,13,14,13,14,12,11,12,13,12,14,14,13,photos/placeholder.png,photos\Southampton.png
Southampton,Flynn Downes,9,7,13,8,14,8,9,7,8,13,8,15,13,16,15,13,15,13,13,15,8,10,10,15,14,12,15,13,13,14,10,13,14,15,13,photos/placeholder.png,photos\Southampton.png
Southampton,Samuel Edozie,7,10,15,11,12,7,6,8,4,12,7,10,14,9,6,11,10,10,12,13,16,6,12,9,12,10,15,15,14,14,11,16,14,15,9,photos/placeholder.png,photos\Southampton.png
Southampton,Ryan Fraser,13,13,13,13,13,12,2,12,2,14,6,7,12,7,13,13,12,10,12,13,12,10,15,10,13,11,17,15,13,14,3,13,12,12,11,photos/placeholder.png,photos\Southampton.png
Southampton,Taylor Harwood-Bellis,7,14,9,7,10,5,14,11,10,12,6,13,12,12,12,12,14,13,11,15,5,13,6,15,13,10,13,12,12,12,14,13,14,12,14,photos/placeholder.png,photos\Southampton.png
Southampton,Juan Larios,7,12,13,7,11,9,9,8,6,13,7,12,14,12,11,12,11,10,11,15,11,9,9,10,15,11,15,16,15,13,6,15,12,12,8,photos/placeholder.png,photos\Southampton.png
Southampton,Ryan Manning,13,14,13,8,12,13,9,12,4,12,14,14,13,16,13,16,13,13,12,14,13,10,13,11,15,14,14,12,14,11,9,11,14,15,11,photos/placeholder.png,photos\Southampton.png
Southampton,Sekou Mara,6,6,14,13,12,9,13,11,6,13,10,7,13,9,13,13,13,14,12,17,12,8,14,9,14,14,14,14,12,11,12,14,12,12,13,photos/placeholder.png,photos\Southampton.png
Southampton,Alex McCarthy,6,3,3,3,10,9,5,1,3,8,2,2,10,7,13,12,9,10,11,15,3,7,7,15,12,9,11,9,13,12,17,9,13,13,15,photos/placeholder.png,photos\Southampton.png
Southampton,Joe Rothwell,13,10,15,11,13,11,6,11,4,13,11,12,15,10,12,12,9,11,10,15,14,9,14,10,15,14,16,16,14,15,10,14,16,14,11,photos/placeholder.png,photos\Southampton.png
Southampton,Will Smallbone,9,12,13,10,14,9,9,9,6,14,9,11,14,7,13,7,13,13,13,13,12,9,13,11,14,16,14,12,13,13,11,12,12,14,9,photos/placeholder.png,photos\Southampton.png
Southampton,Jack Stephens,9,10,11,7,13,10,14,8,10,13,9,14,13,13,14,14,14,13,13,14,11,16,10,13,13,12,12,10,11,10,14,11,13,13,14,photos/placeholder.png,photos\Southampton.png
Southampton,Ross Stewart,5,11,10,14,13,5,14,10,7,10,14,9,12,9,11,14,13,11,13,15,8,11,14,12,15,11,14,12,12,12,16,12,14,14,13,photos/placeholder.png,photos\Southampton.png
Southampton,Kamaldeen Sulemana,8,11,15,14,12,6,5,12,2,11,10,3,16,9,12,11,12,9,12,13,17,3,14,5,9,12,12,18,15,8,8,18,12,8,7,photos/placeholder.png,photos\Southampton.png
Southampton,Jake Vokins,8,12,13,6,11,13,8,10,6,11,6,9,13,9,9,8,9,9,10,11,9,8,9,9,11,9,12,13,13,10,6,13,13,14,7,photos/placeholder.png,photos\Southampton.png
Southampton,Kyle Walker-Peters,10,14,16,10,14,6,10,8,5,12,8,14,13,12,13,12,13,11,13,14,11,8,14,14,15,12,16,14,14,14,6,14,18,16,11,photos/placeholder.png,photos\Southampton.png
Tottenham,Rodrigo Bentancur,12,12,14,10,15,12,12,11,7,16,8,16,14,16,15,13,15,13,14,12,11,10,10,16,15,14,16,12,14,15,13,13,14,15,14,photos/placeholder.png,photos\Tottenham.png
Tottenham,Yves Bissouma,8,11,16,9,16,13,12,13,7,14,13,17,15,13,15,14,17,14,14,14,14,11,12,14,15,10,16,16,14,13,12,14,14,16,15,photos/placeholder.png,photos\Tottenham.png
Tottenham,Ben Davies,11,12,12,8,13,13,15,7,11,14,10,15,13,13,15,18,13,11,14,15,9,12,13,13,15,12,16,12,13,13,12,13,14,16,14,photos/placeholder.png,photos\Tottenham.png
Tottenham,Radu Drăguşin,6,12,10,6,14,6,16,6,10,13,6,15,13,14,13,13,11,12,12,14,10,12,9,14,11,10,12,14,13,14,15,14,14,15,15,photos/placeholder.png,photos\Tottenham.png
Tottenham,Emerson Royal,12,9,9,12,13,8,11,11,14,12,11,15,12,8,12,13,11,13,12,13,12,11,12,14,15,12,16,14,14,13,11,15,13,15,15,photos/placeholder.png,photos\Tottenham.png
Tottenham,Bryan Gil,10,14,16,13,13,10,8,11,6,12,10,5,14,10,13,9,11,11,12,15,17,7,14,5,10,13,12,16,15,14,7,14,12,13,8,photos/placeholder.png,photos\Tottenham.png
Tottenham,Pierre-Emile Hejbjerg,12,12,11,11,14,13,8,9,10,12,13,15,14,17,15,15,14,14,12,18,11,17,13,12,16,13,17,11,11,14,12,14,20,18,15,photos/placeholder.png,photos\Tottenham.png
Tottenham,Brennan Johnson,8,14,14,13,13,11,8,10,5,14,14,6,13,6,12,12,13,10,13,12,13,10,13,8,12,12,13,16,13,13,8,15,14,14,11,photos/placeholder.png,photos\Tottenham.png
Tottenham,Dejan Kulusevski,11,14,16,11,15,9,7,11,4,17,11,7,16,7,15,8,13,12,15,15,15,6,15,6,15,16,15,13,14,17,12,14,14,18,16,photos/placeholder.png,photos\Tottenham.png
Tottenham,Giovani Lo Celso,11,12,14,11,15,13,10,13,8,16,14,14,16,12,13,14,15,11,13,15,15,10,14,12,16,14,14,13,14,15,9,12,11,13,11,photos/placeholder.png,photos\Tottenham.png
Tottenham,Brooklyn Lyons-Foster,5,7,11,5,11,7,8,5,7,12,7,9,12,8,10,9,12,9,11,3,8,7,12,9,14,11,12,14,12,12,11,14,9,13,9,photos/placeholder.png,photos\Tottenham.png
Tottenham,James Maddison,12,14,17,14,15,16,5,14,4,16,14,11,17,8,13,12,15,12,14,15,16,12,14,11,13,17,14,13,16,17,8,13,15,13,10,photos/placeholder.png,photos\Tottenham.png
Tottenham,Pedro Porro,13,17,15,11,15,13,8,14,11,16,12,14,15,15,12,17,12,12,13,16,17,8,16,13,12,15,13,16,16,13,8,15,17,15,12,photos/placeholder.png,photos\Tottenham.png
Tottenham,Richarlison,10,11,13,13,12,9,14,11,8,12,12,12,15,15,12,13,11,12,10,14,14,9,12,10,13,10,16,15,14,12,11,15,15,17,13,photos/placeholder.png,photos\Tottenham.png
Tottenham,Cristian Romero,5,6,9,8,13,4,16,5,4,14,8,18,14,20,18,15,16,15,15,16,8,16,6,16,14,11,17,14,14,14,14,14,15,14,15,photos/placeholder.png,photos\Tottenham.png
Tottenham,Pape Matar Sarr,7,7,13,9,15,8,10,10,8,14,9,13,14,11,16,16,15,15,14,16,13,10,13,14,14,14,14,14,14,15,12,13,14,17,15,photos/placeholder.png,photos\Tottenham.png
Tottenham,Ryan Sessegnon,7,12,12,12,10,9,7,11,6,12,8,12,14,4,13,7,13,12,11,12,14,7,15,12,14,14,15,15,14,13,8,15,17,16,8,photos/placeholder.png,photos\Tottenham.png
Tottenham,Oliver Skipp,8,6,10,7,13,7,12,9,6,14,7,16,12,15,15,17,15,11,13,14,7,11,13,13,15,12,17,13,12,13,9,14,15,16,14,photos/placeholder.png,photos\Tottenham.png
Tottenham,Manor Solomon,10,14,17,13,14,14,8,13,10,14,2,8,15,7,13,11,15,12,12,15,11,9,12,8,10,12,10,13,13,13,7,14,13,14,13,photos/placeholder.png,photos\Tottenham.png
Tottenham,Heung-Min Son,12,12,12,18,13,13,8,16,6,13,9,6,17,8,17,6,17,11,15,14,13,17,17,7,14,12,17,16,14,12,10,16,16,16,10,photos/placeholder.png,photos\Tottenham.png
Tottenham,Destiny Udogie,7,13,13,11,12,7,12,10,12,14,10,13,13,10,13,12,14,14,12,14,12,8,13,13,14,12,15,16,14,14,13,16,14,16,14,photos/placeholder.png,photos\Tottenham.png
Tottenham,Micky van de Ven,3,11,13,7,12,3,13,7,14,13,6,14,13,14,13,16,13,13,13,17,13,14,10,14,13,12,15,16,12,14,15,19,16,13,15,photos/placeholder.png,photos\Tottenham.png
Tottenham,Timo Werner,8,8,12,11,12,8,12,12,6,11,16,7,12,14,14,12,11,9,11,13,12,7,16,6,12,11,16,18,14,11,11,17,14,15,11,photos/placeholder.png,photos\Tottenham.png
United,Sofyan Amrabat,10,6,14,7,13,6,6,10,4,14,13,15,13,18,15,14,15,14,14,15,12,12,12,13,15,13,17,13,13,16,9,14,15,15,14,photos/placeholder.png,photos\United.png
United,Antony,10,14,16,12,16,13,6,14,6,14,13,8,16,14,12,14,12,12,9,14,17,8,13,9,14,13,17,13,17,14,7,15,15,17,7,photos/placeholder.png,photos\United.png
United,Casemiro,10,11,11,11,14,10,16,14,10,14,13,16,14,18,17,17,12,15,13,17,12,17,13,16,17,13,16,11,11,15,14,12,12,14,17,photos/placeholder.png,photos\United.png
United,Diogo Dalot,9,13,13,8,14,6,12,7,13,13,10,13,13,13,14,12,13,12,12,13,11,8,13,14,14,11,15,14,14,13,13,14,15,15,13,photos/placeholder.png,photos\United.png
United,Amad Diallo,10,11,16,13,16,12,4,15,2,15,8,3,15,12,11,7,10,8,8,17,16,5,12,5,7,13,11,16,16,13,6,15,15,10,8,photos/placeholder.png,photos\United.png
United,Christian Eriksen,15,15,11,14,18,15,3,14,3,17,16,6,17,7,14,6,15,14,16,16,14,8,13,7,17,17,12,10,12,12,8,11,17,12,7,photos/placeholder.png,photos\United.png
United,Jonny Evans,4,5,10,6,12,4,15,3,9,14,5,15,13,12,16,14,15,15,13,15,3,15,6,15,14,13,14,11,10,14,15,10,10,12,14,photos/placeholder.png,photos\United.png
United,Bruno Fernandes,16,16,11,15,17,16,10,16,4,18,19,8,17,18,17,17,14,13,13,17,17,17,17,8,15,18,17,13,15,13,9,13,20,19,10,photos/placeholder.png,photos\United.png
United,Alejandro Garnacho,6,12,15,14,14,10,5,10,2,12,14,5,14,13,10,13,13,10,10,14,16,4,14,4,10,11,14,17,15,13,9,17,14,15,10,photos/placeholder.png,photos\United.png
United,Rasmus Hejlund,6,11,13,14,14,7,13,10,5,13,9,7,14,14,14,15,12,10,11,16,13,8,14,5,14,11,17,14,12,16,15,17,13,14,15,photos/placeholder.png,photos\United.png
United,Victor Lindelef,3,10,12,7,14,6,13,4,10,13,12,14,14,8,14,9,13,14,14,12,7,10,8,15,14,12,13,13,13,13,14,13,16,16,13,photos/placeholder.png,photos\United.png
United,Harry Maguire,5,7,10,8,13,8,17,7,10,13,14,15,13,12,13,17,13,12,12,11,9,15,7,16,14,12,12,10,8,13,17,12,17,17,17,photos/placeholder.png,photos\United.png
United,Kobbie Mainoo,9,9,14,10,14,6,10,8,4,14,11,11,15,13,13,13,15,12,14,13,11,7,13,13,15,13,14,13,15,15,9,13,15,14,11,photos/placeholder.png,photos\United.png
United,Tyrell Malacia,7,13,12,7,13,9,9,8,12,12,7,13,13,15,13,16,13,11,14,16,10,9,13,13,15,10,17,15,17,13,8,15,16,15,7,photos/placeholder.png,photos\United.png
United,Anthony Martial,5,9,15,15,16,8,12,12,4,14,15,5,16,5,13,8,15,11,13,6,15,6,12,6,14,10,6,13,15,16,9,14,12,14,13,photos/placeholder.png,photos\United.png
United,Lisandro Martenez,6,9,11,7,14,8,14,6,12,15,10,16,15,17,16,17,16,14,14,17,10,13,10,16,14,14,15,13,13,14,12,13,15,15,15,photos/placeholder.png,photos\United.png
United,Scott McTominay,5,12,12,15,13,5,14,12,10,13,7,14,12,17,12,16,11,14,11,18,6,14,15,10,18,9,15,13,14,15,17,14,17,19,15,photos/placeholder.png,photos\United.png
United,Mason Mount,15,12,11,14,15,14,8,12,4,14,15,11,14,15,14,15,14,12,14,18,13,11,17,14,18,12,20,14,13,10,9,15,15,19,10,photos/placeholder.png,photos\United.png
United,Marcus Rashford,6,13,15,16,14,13,12,13,3,14,16,3,15,13,14,9,13,13,11,15,18,12,16,4,12,13,8,18,16,16,12,17,17,15,15,photos/placeholder.png,photos\United.png
United,Luke Shaw,15,14,14,8,15,14,13,6,10,15,8,13,14,13,15,13,15,14,15,10,10,13,15,15,15,13,14,15,15,15,13,15,13,15,16,photos/placeholder.png,photos\United.png
United,Raphael Varane,3,4,8,6,13,4,17,2,7,13,10,16,12,11,17,13,12,15,13,14,5,14,4,16,14,6,12,15,14,11,17,15,15,14,15,photos/placeholder.png,photos\United.png
United,Aaron Wan-Bissaka,5,11,13,5,12,4,8,5,10,11,5,20,11,15,12,18,12,12,12,10,12,6,12,12,15,6,14,17,18,15,10,15,15,15,13,photos/placeholder.png,photos\United.png
West Ham,Nayef Aguerd,3,9,10,12,12,4,16,7,11,13,9,16,13,11,14,14,15,14,14,12,5,11,9,15,12,13,12,13,12,13,16,14,12,13,12,photos/placeholder.png,photos\West Ham.png
West Ham,Edson elvarez,5,7,8,11,14,6,14,8,9,14,11,15,13,19,16,16,14,15,14,13,12,14,13,15,16,14,16,12,13,15,15,12,15,16,12,photos/placeholder.png,photos\West Ham.png
West Ham,Michail Antonio,8,11,13,11,12,6,15,9,15,11,10,8,13,13,13,13,11,11,12,14,14,9,13,9,14,11,14,15,14,15,12,15,13,13,15,photos/placeholder.png,photos\West Ham.png
West Ham,Jarrod Bowen,13,14,14,13,15,12,10,14,4,13,13,8,14,8,14,8,15,10,14,17,14,5,16,8,15,13,17,15,15,11,8,15,14,15,8,photos/placeholder.png,photos\West Ham.png
West Ham,Maxwel Cornet,12,11,11,14,11,11,11,10,10,12,10,11,12,8,10,13,12,11,10,14,12,6,10,10,13,11,14,15,13,12,10,15,15,13,12,photos/placeholder.png,photos\West Ham.png
West Ham,Vladimer Coufal,7,13,9,10,11,8,15,10,15,10,12,15,10,14,11,17,11,15,13,17,6,12,11,13,14,9,16,13,13,16,10,13,14,16,14,photos/placeholder.png,photos\West Ham.png
West Ham,Aaron Cresswell,14,14,12,8,13,15,11,14,11,12,13,13,13,8,13,13,15,13,14,13,12,12,13,13,16,12,14,12,13,13,8,13,15,15,10,photos/placeholder.png,photos\West Ham.png
West Ham,Emerson,12,14,14,7,15,10,9,14,10,12,4,13,14,11,14,12,14,12,12,14,14,8,15,12,13,12,14,15,15,15,9,15,13,14,13,photos/placeholder.png,photos\West Ham.png
West Ham,Danny Ings,4,11,12,15,13,10,13,12,3,13,13,11,15,13,13,14,13,14,12,18,14,14,14,10,16,14,15,13,14,15,11,13,13,14,13,photos/placeholder.png,photos\West Ham.png
West Ham,Ben Johnson,6,13,12,10,12,5,11,9,11,10,3,14,12,12,14,14,13,14,13,14,8,14,13,13,15,10,14,13,14,13,12,13,11,14,12,photos/placeholder.png,photos\West Ham.png
West Ham,Mohammed Kudus,10,10,15,14,15,14,9,10,11,14,13,6,16,15,14,14,15,12,12,13,16,6,13,7,14,12,15,15,15,14,8,14,14,14,14,photos/placeholder.png,photos\West Ham.png
West Ham,Lucas Paquete,12,12,15,12,16,12,12,13,6,14,15,12,17,13,13,16,14,12,12,13,17,11,14,10,12,15,14,13,16,14,11,13,13,13,14,photos/placeholder.png,photos\West Ham.png
West Ham,Konstantinos Mavropanos,2,8,12,7,11,2,15,11,16,13,6,16,12,16,14,18,12,12,12,18,12,12,10,13,12,12,17,13,11,15,16,16,13,12,16,photos/placeholder.png,photos\West Ham.png
West Ham,Angelo Ogbonna,2,5,10,4,12,2,15,5,9,11,7,13,12,16,15,15,14,14,14,14,10,13,9,16,13,10,13,11,10,15,15,12,12,15,15,photos/placeholder.png,photos\West Ham.png
West Ham,Kalvin Phillips,13,12,11,9,13,13,11,11,5,15,10,16,13,16,14,15,13,14,13,16,10,10,11,15,15,14,16,13,13,14,11,14,18,17,14,photos/placeholder.png,photos\West Ham.png
West Ham,Tomeš Souček,2,8,10,14,9,2,18,12,2,10,13,15,11,15,14,17,15,15,15,16,5,12,14,15,17,10,18,13,9,15,17,12,18,19,16,photos/placeholder.png,photos\West Ham.png
West Ham,James Ward-Prowse,20,18,10,12,13,20,7,11,6,15,13,13,15,15,13,13,14,13,13,17,11,18,13,12,17,15,19,10,12,13,7,11,20,20,12,photos/placeholder.png,photos\West Ham.png
West Ham,Kurt Zouma,4,9,9,8,11,4,17,6,8,11,7,15,10,15,13,14,11,12,14,16,7,13,8,14,13,8,15,15,11,18,18,15,12,14,20,photos/placeholder.png,photos\West Ham.png
Wolves,Rayan Aet-Nouri,11,14,15,10,14,7,11,9,8,13,8,14,15,11,13,13,14,12,12,15,16,7,14,14,12,13,13,14,13,12,10,15,12,13,11,photos/placeholder.png,photos\Wolves.png
Wolves,Jean-Ricner Bellegarde,9,12,16,9,14,10,8,12,6,15,12,9,15,10,13,11,12,11,12,14,13,7,12,8,13,11,14,15,14,12,7,15,13,14,15,photos/placeholder.png,photos\Wolves.png
Wolves,Hugo Bueno,11,13,13,9,10,11,10,10,3,11,5,10,13,11,12,13,13,11,12,15,14,10,13,11,12,12,13,13,14,14,10,13,13,13,11,photos/placeholder.png,photos\Wolves.png
Wolves,Santiago Bueno,4,7,8,7,12,5,14,9,8,12,8,14,10,14,14,13,12,14,13,13,7,6,6,14,14,9,13,11,11,12,14,13,11,14,13,photos/placeholder.png,photos\Wolves.png
Wolves,Craig Dawson,2,12,9,10,12,2,18,6,4,11,10,15,11,15,14,17,11,13,13,17,7,14,6,15,15,9,12,10,10,11,16,11,18,15,15,photos/placeholder.png,photos\Wolves.png
Wolves,Matt Doherty,7,12,15,12,13,10,13,10,13,13,8,13,13,11,13,13,13,14,14,14,12,12,16,13,14,13,13,13,11,13,13,13,15,14,14,photos/placeholder.png,photos\Wolves.png
Wolves,Tommy Doyle,14,13,11,11,13,13,7,11,5,14,13,12,14,13,13,14,13,11,12,16,11,14,12,12,13,14,14,13,13,13,9,13,13,13,12,photos/placeholder.png,photos\Wolves.png
Wolves,Hwang Hee-Chan,8,10,14,15,10,8,11,10,4,11,12,8,12,16,12,14,13,12,11,15,13,8,14,9,15,12,16,15,14,13,11,14,13,14,12,photos/placeholder.png,photos\Wolves.png
Wolves,Joeo Gomes,10,10,13,10,13,7,10,12,11,13,10,15,13,16,13,16,14,13,12,16,12,8,14,15,16,12,16,13,13,12,11,13,15,13,13,photos/placeholder.png,photos\Wolves.png
Wolves,Max Kilman,4,11,13,6,13,10,16,7,7,14,2,14,15,7,15,12,14,11,12,15,11,6,11,12,12,13,12,14,13,13,15,14,11,13,14,photos/placeholder.png,photos\Wolves.png
Wolves,Mario Lemina,9,9,13,11,12,8,12,12,10,14,9,14,12,14,13,15,12,11,10,15,14,13,12,12,13,13,15,13,13,15,13,13,14,15,16,photos/placeholder.png,photos\Wolves.png
Wolves,Matheus Cunha,12,12,17,15,15,13,11,14,5,14,13,6,16,16,11,15,12,6,8,16,17,11,12,5,9,11,13,15,15,14,12,15,12,13,12,photos/placeholder.png,photos\Wolves.png
Wolves,Pedro Neto,13,14,17,13,13,11,7,13,3,13,10,5,15,11,9,11,11,10,12,15,16,7,13,6,11,11,13,16,15,11,7,16,14,12,7,photos/placeholder.png,photos\Wolves.png
Wolves,Pablo Sarabia,15,15,15,15,17,15,7,13,5,15,13,6,17,10,13,11,14,13,14,9,15,8,15,8,15,16,14,14,16,15,6,14,12,13,10,photos/placeholder.png,photos\Wolves.png
Wolves,Nelson Semedo,8,12,14,9,15,8,7,10,11,12,8,14,15,13,14,13,9,10,11,15,14,6,15,12,14,12,15,16,16,14,8,16,15,15,13,photos/placeholder.png,photos\Wolves.png
Wolves,Toti,10,12,10,6,9,10,14,4,10,11,5,14,11,13,12,13,12,9,12,12,8,8,10,14,14,10,12,13,11,13,14,13,14,14,15,photos/placeholder.png,photos\Wolves.png
Wolves,Boubacar Traore,8,6,12,8,13,8,11,13,9,13,12,11,12,13,14,14,13,12,13,5,10,9,14,10,12,13,15,12,14,13,13,10,13,12,12,photos/placeholder.png,photos\Wolves.png
